,date,IVV,SPY,VOO,VTI,USDT-USD,ETH,BTC,QQQ
179,2018-07-30,263.1306457519531,262.6091613769531,240.75363159179688,135.38377380371094,0.9989100098609924,457.00000002,8178.05451886,170.85818481445312
180,2018-07-31,264.540771484375,263.90362548828125,241.970947265625,136.15322875976562,0.9995070099830629,432.266749,7731.55172042,172.1656494140625
181,2018-08-01,264.167236328125,263.4628295898437,241.67127990722656,135.9937286376953,0.999409019947052,419.70046381,7616.01739137,172.8193359375
182,2018-08-02,265.4279479980469,264.8980407714844,242.89801025390625,136.80075073242188,1.0006599426269531,410.68941087,7536.86137497,175.17083740234375
183,2018-08-03,266.6606140136719,266.0330810546875,244.0872802734375,137.2606201171875,0.9990950226783752,417.8318,7411.21513438,175.70748901367188
184,2018-08-06,267.6878967285156,267.0086975097656,245.00498962402344,137.87991333007812,1.0009499788284302,404.89774,6928.5,176.74169921875
185,2018-08-07,268.4535522460937,267.8903503417969,245.68849182128903,138.3303680419922,1.001539945602417,378.30678047,6712.0,177.38571166992188
186,2018-08-08,268.3601989746094,267.7778625488281,245.55746459960935,138.198974609375,1.0016900300979614,354.6,6278.64307702,177.600341796875
187,2018-08-09,268.1174011230469,267.4120483398437,245.24842834472656,138.10513305664062,1.0042400360107422,363.35488,6526.3435,177.4930419921875
188,2018-08-10,266.2123107910156,265.620361328125,243.5815887451172,137.2418212890625,1.001579999923706,332.0,6147.0,176.1367950439453
189,2018-08-13,265.3158874511719,264.6259765625,242.66395568847656,136.71630859375,1.0039299726486206,283.77,6247.99951731,175.94163513183594
190,2018-08-14,267.0154724121094,266.3144836425781,244.22775268554688,137.6171875,0.9975429773330688,277.69905001,6189.72523945,177.04421997070312
191,2018-08-15,264.8863525390625,264.32586669921875,242.4298248291016,136.52867126464844,1.0012500286102295,281.223328,6265.65991614,174.8780975341797
192,2018-08-16,267.1742553710937,266.464599609375,244.396240234375,137.59840393066406,1.0012199878692627,286.76605,6312.89651855,175.45379638671875
193,2018-08-17,268.05206298828125,267.4026184082031,245.2109222412109,138.10513305664062,0.9977610111236572,317.47429078,6579.0,175.49281311035156
194,2018-08-20,268.7057189941406,267.974853515625,245.75405883789065,138.36790466308594,1.0053900480270386,270.89856732,6250.0,175.33670043945312
195,2018-08-21,269.1633605957031,268.6033630371094,246.2878570556641,138.88401794433594,1.0006999969482422,279.978629,6468.94324001,175.9806671142578
196,2018-08-22,269.1540222167969,268.44390869140625,246.21290588378903,138.93096923828125,1.000349998474121,269.4258044,6354.76760181,176.66368103027344
197,2018-08-23,268.6964111328125,268.0874328613281,245.8570709228516,138.6588134765625,0.9989759922027588,276.0,6530.61679861,176.4099884033203
198,2018-08-24,270.3680114746094,269.7008361816406,247.40223693847656,139.5221405029297,1.0017800331115725,281.10132,6685.5221834,178.0491943359375
199,2018-08-27,272.5064697265625,271.83026123046875,249.2656707763672,140.5261993408203,0.9978020191192628,287.795429,6905.0,179.86402893066406
